timestamp,accel_x,accel_y,accel_z,label
35650,0.0737,0.0908,0.6453,loose
35655,0.0784,0.0955,0.5500,loose
35660,0.1826,0.1814,0.8201,loose
35665,0.0105,0.1475,0.6787,loose
35670,0.1914,0.2971,0.9725,loose
35675,0.1914,0.2971,0.9795,loose
35680,0.1033,0.0325,0.4873,loose
35685,0.2932,0.2256,0.8357,loose
35690,0.0188,0.0308,0.4995,loose
35695,-0.0242,-0.4238,0.2046,loose
35700,0.1477,-0.0952,0.4675,loose
35705,0.0803,-0.5178,-0.3137,loose
35710,0.1328,-0.2927,0.2463,loose
35715,-0.2048,-0.4236,0.0391,loose
35720,-0.3042,-0.5466,0.2280,loose
35725,-0.1433,-0.2622,0.6794,loose
35730,0.1135,-0.3687,0.3877,loose
35735,0.2625,-0.3259,0.9812,loose
35740,0.0618,-0.8127,-0.0314,loose
35745,-0.1379,-0.6777,0.5103,loose
35750,0.0774,-0.2185,0.8369,loose
35755,0.2292,-0.2654,0.1333,loose
35760,-0.0205,0.0142,0.4819,loose
35765,-0.0535,0.0464,0.5042,loose
35770,-0.1396,-0.5808,0.3340,loose
35775,-0.2612,-0.0247,0.6672,loose
35780,0.2358,-0.2527,0.3018,loose
35785,0.3391,-0.2349,0.6357,loose
35790,0.3391,-0.2349,0.6357,loose
35795,-0.1147,-0.5291,0.2805,loose
35800,-0.2690,-0.0120,0.6233,loose
35805,0.2236,-0.2520,0.3218,loose
35810,0.3284,-0.2361,0.5364,loose
35815,-0.0359,-0.0566,0.5806,loose
35820,-0.1357,-0.4644,0.2759,loose
35825,-0.3352,-0.2666,0.5015,loose
35830,0.1455,-0.1890,0.3501,loose
35835,0.3232,-0.3293,0.4182,loose
35840,-0.0142,-0.2124,0.6685,loose
35845,-0.1550,-0.3240,0.3447,loose
35850,0.1343,-1.0151,-0.7356,loose
35855,-0.2319,-0.2671,0.6921,loose
35860,0.1956,-0.5515,0.5654,loose
35865,0.0637,-0.2520,0.6045,loose
35870,-0.0886,-0.2236,0.3069,loose
35875,-0.1851,-0.3254,-1.5010,loose
35880,0.0942,0.4089,0.9731,loose
35885,0.5129,0.0872,0.5950,loose
35890,0.3308,0.3274,0.9470,loose
35895,0.0896,0.1829,0.5901,loose
35900,0.1533,0.0371,0.4146,loose
35905,0.1194,0.2917,0.7021,loose
35910,0.1057,0.1008,0.6440,loose
35915,0.3149,0.0039,0.6907,loose
35920,-0.1951,-0.1709,-0.1384,loose
35925,-0.7217,-0.7139,-0.1790,loose
35930,-0.3271,-0.1365,0.1826,loose
35935,-0.2839,-0.3984,0.1379,loose
